,total_bill,tip,sex,smoker,day,time,size,tip_%_bill,tip_per_person
66,136222.45,20454.07,Female,No,Sat,Dinner,2,15.015197568389057,10227.035
67,25422.670000000002,8281.0,Female,Yes,Sat,Dinner,1,32.57328990228013,8281.0
68,167524.63,16644.809999999998,Male,No,Sat,Dinner,2,9.935739001482945,8322.404999999999
69,124297.81000000001,17307.29,Male,Yes,Sat,Dinner,2,13.92405063291139,8653.645
70,99537.62,16313.570000000002,Male,No,Sat,Dinner,2,16.389351081530783,8156.785000000001
71,141356.67,24843.0,Female,No,Sat,Dinner,3,17.57469244288225,8281.0
72,222427.65999999997,26002.34,Female,Yes,Sat,Dinner,2,11.690245718540583,13001.17
73,209343.68,41405.0,Female,Yes,Sat,Dinner,2,19.77848101265823,20702.5
74,121979.13,18218.2,Female,No,Sat,Dinner,2,14.93550577053632,9109.1
75,87033.31,10351.25,Male,No,Sat,Dinner,2,11.893434823977165,5175.625
76,148395.52000000002,25505.480000000003,Male,Yes,Sat,Dinner,2,17.1875,12752.740000000002
77,225243.19999999998,33124.0,Male,No,Thur,Lunch,4,14.705882352941178,8281.0
78,188475.56000000003,24843.0,Male,No,Thur,Lunch,2,13.181019332161686,12421.5
79,143178.49,22441.51,Male,No,Thur,Lunch,2,15.6737998843262,11220.755
80,160982.64,24843.0,Male,Yes,Thur,Lunch,2,15.432098765432098,12421.5
81,137961.46,28155.399999999998,Male,No,Thur,Lunch,2,20.408163265306122,14077.699999999999
82,83389.67,15154.23,Female,No,Thur,Lunch,1,18.17279046673287,15154.23
83,270623.08,41405.0,Male,Yes,Thur,Lunch,2,15.29987760097919,20702.5
84,132330.38,16810.43,Male,No,Thur,Lunch,2,12.703379224030037,8405.215
85,288427.23,42812.77,Female,No,Thur,Lunch,4,14.843525696238876,10703.1925
86,107901.43000000001,16562.0,Male,No,Thur,Lunch,2,15.349194167306216,8281.0
87,151376.68,33124.0,Male,No,Thur,Lunch,2,21.88183807439825,16562.0
88,204623.51,48443.85,Male,No,Thur,Lunch,2,23.67462565762849,24221.925
89,175225.96,24843.0,Male,No,Thur,Lunch,2,14.177693761814746,12421.5
90,239900.57,24843.0,Male,Yes,Fri,Dinner,2,10.355540214014498,12421.5
91,186239.69,28983.5,Male,No,Fri,Dinner,2,15.562472209871054,14491.75
92,47615.75,8281.0,Female,Yes,Fri,Dinner,2,17.391304347826086,4140.5
93,135145.92,35608.3,Female,Yes,Fri,Dinner,2,26.348039215686274,17804.15
94,188392.75,26913.25,Female,No,Fri,Dinner,2,14.285714285714286,13456.625
95,332647.77,39169.130000000005,Male,Yes,Fri,Dinner,4,11.77495643515061,9792.282500000001
96,225905.68,33124.0,Male,Yes,Fri,Dinner,2,14.66275659824047,16562.0
97,99620.43000000001,12421.5,Male,Yes,Fri,Dinner,2,12.468827930174562,6210.75
98,173983.81,24843.0,Male,Yes,Fri,Dinner,2,14.278914802475011,12421.5
99,103181.26000000001,20702.5,Male,No,Fri,Dinner,2,20.06420545746388,10351.25
100,93989.34999999999,12421.5,Female,Yes,Fri,Dinner,2,13.215859030837006,6210.75
101,127361.78000000001,16562.0,Female,Yes,Fri,Dinner,2,13.003901170351105,8281.0
102,118418.3,14905.800000000001,Female,Yes,Sat,Dinner,3,12.587412587412587,4968.6
103,185660.02000000002,28817.88,Female,Yes,Sat,Dinner,2,15.521855486173058,14408.94
104,173238.52000000002,33786.48,Female,No,Sat,Dinner,2,19.502868068833653,16893.24
105,127196.16,13580.839999999998,Male,Yes,Sat,Dinner,2,10.67708333333333,6790.419999999999
106,169677.69,33620.86,Male,Yes,Sat,Dinner,2,19.814543679843826,16810.43
107,208764.01,35525.49,Male,Yes,Sat,Dinner,2,17.017056723522412,17762.745
108,151045.44,31136.559999999998,Male,No,Sat,Dinner,2,20.614035087719298,15568.279999999999
109,118501.11,33124.0,Female,Yes,Sat,Dinner,2,27.95248078266946,16562.0
110,115934.0,24843.0,Male,No,Sat,Dinner,2,21.428571428571427,12421.5
111,60037.25,8281.0,Female,No,Sat,Dinner,1,13.793103448275861,8281.0
112,315257.67,33124.0,Male,No,Sun,Dinner,3,10.506960861570791,11041.333333333334
113,377365.17,24843.0,Female,No,Sun,Dinner,3,6.583278472679394,8281.0
114,198329.94999999998,21116.55,Male,No,Sun,Dinner,2,10.647181628392484,10558.275
115,212904.51,33124.0,Female,No,Sun,Dinner,3,15.55814858031894,11041.333333333334
116,143344.11,28983.5,Female,No,Sun,Dinner,2,20.219526285384173,14491.75
117,165040.33,17141.67,Male,No,Sun,Dinner,4,10.38635223281485,4285.4175
118,88192.65,12421.5,Female,No,Thur,Lunch,2,14.084507042253522,6210.75
119,102932.82999999999,14905.800000000001,Female,No,Thur,Lunch,2,14.481094127111827,7452.900000000001
120,199406.47999999998,24180.519999999997,Female,No,Thur,Lunch,4,12.126245847176078,6045.129999999999
121,96804.89,19129.11,Male,No,Thur,Lunch,2,19.760479041916167,9564.555
122,111131.02,13912.08,Female,No,Thur,Lunch,2,12.518628912071534,6956.04
123,118087.06000000001,20702.5,Male,No,Thur,Lunch,2,17.531556802244037,10351.25
124,132081.95,16562.0,Male,No,Thur,Lunch,2,12.539184952978056,8281.0
125,103346.88,20868.12,Female,No,Thur,Lunch,2,20.19230769230769,10434.06
126,246773.80000000002,34780.2,Female,No,Thur,Lunch,6,14.093959731543622,5796.7
127,70554.12,12255.880000000001,Male,No,Thur,Lunch,2,17.370892018779344,6127.9400000000005
128,120240.12,16562.0,Female,No,Thur,Lunch,2,13.774104683195592,8281.0
129,94237.78000000001,16562.0,Female,No,Thur,Lunch,2,17.574692442882245,8281.0
130,188972.41999999998,18052.58,Male,No,Thur,Lunch,3,9.553023663453112,6017.526666666668
131,158001.47999999998,12421.5,Male,No,Thur,Lunch,2,7.8616352201257875,6210.75
132,167855.87,23435.230000000003,Female,No,Thur,Lunch,2,13.961519486926495,11717.615000000002
133,92498.77,12421.5,Female,No,Thur,Lunch,2,13.42882721575649,6210.75
134,101525.06000000001,16562.0,Female,No,Thur,Lunch,2,16.31321370309951,8281.0
135,151211.06,26913.25,Female,No,Thur,Lunch,2,17.798466593647316,13456.625
136,70471.31,10351.25,Female,No,Thur,Lunch,2,14.688601645123384,5175.625
137,85542.73,16562.0,Female,No,Thur,Lunch,2,19.36108422071636,8281.0
138,117176.15000000001,16562.0,Female,No,Thur,Lunch,2,14.134275618374557,8281.0
139,132496.0,16562.0,Male,Yes,Thur,Lunch,2,12.5,8281.0
140,108977.95999999999,22772.75,Female,No,Thur,Lunch,2,20.89665653495441,11386.375
141,144669.07,28983.5,Female,No,Thur,Lunch,2,20.03434459072696,14491.75
142,284038.3,55482.700000000004,Male,No,Thur,Lunch,6,19.533527696793005,9247.116666666667
143,341094.39,41405.0,Male,No,Thur,Lunch,5,12.138868657441126,8281.0
144,224001.05000000002,41405.0,Female,No,Thur,Lunch,6,18.484288354898336,6900.833333333333
145,136056.83,19046.3,Female,No,Thur,Lunch,2,13.998782714546563,9523.15
146,69146.35,12421.5,Female,No,Thur,Lunch,2,17.964071856287422,6210.75
147,154357.84,11262.16,Female,No,Thur,Lunch,3,7.296137339055794,3754.0533333333333
148,98295.46999999999,13498.029999999999,Female,No,Thur,Lunch,2,13.732097725358047,6749.014999999999
149,80988.18,14326.130000000001,Male,No,Thur,Lunch,2,17.689161554192232,7163.0650000000005
150,62190.31,16562.0,Male,No,Thur,Lunch,2,26.63115845539281,8281.0
151,116513.67000000001,20702.5,Male,No,Sun,Dinner,2,17.7683013503909,10351.25
152,108729.53000000001,16562.0,Male,No,Sun,Dinner,2,15.23229246001523,8281.0
153,142930.06,22689.940000000002,Male,No,Sun,Dinner,3,15.874855156431055,7563.313333333334
154,203298.55000000002,16562.0,Male,No,Sun,Dinner,4,8.146639511201629,4140.5
155,163715.37,16562.0,Male,No,Sun,Dinner,4,10.116337885685383,4140.5
156,247187.85,42564.34,Female,No,Sun,Dinner,5,17.219430485762143,8512.867999999999
157,398895.77,41405.0,Male,No,Sun,Dinner,6,10.379904504878555,6900.833333333333
158,207025.0,31053.75,Female,No,Sun,Dinner,4,15.0,7763.4375
159,110882.59,21613.41,Female,No,Sun,Dinner,2,19.492158327109784,10806.705
160,136553.69,16562.0,Male,No,Sun,Dinner,4,12.12856276531231,4140.5
161,178041.5,28983.5,Male,No,Sun,Dinner,4,16.27906976744186,7245.875
162,104837.45999999999,20702.5,Male,No,Sun,Dinner,2,19.747235387045816,10351.25
163,134235.01,16562.0,Female,No,Sun,Dinner,3,12.338062924120912,5520.666666666667
164,114360.61,16562.0,Male,No,Sun,Dinner,2,14.48225923244026,8281.0
165,145000.31,24843.0,Female,Yes,Sun,Dinner,2,17.133066818960593,12421.5
166,203050.12000000002,28817.88,Male,No,Sun,Dinner,3,14.192495921696572,9605.960000000001
167,171913.56,18549.440000000002,Male,No,Sun,Dinner,2,10.789980732177266,9274.720000000001
168,262590.51,37264.5,Male,No,Sun,Dinner,4,14.191106906338694,9316.125
169,87695.79,13332.410000000002,Female,Yes,Sat,Dinner,2,15.203021718602459,6666.205000000001
170,88027.03,16562.0,Female,Yes,Sat,Dinner,2,18.814675446848543,8281.0
171,420757.61,82810.0,Male,Yes,Sat,Dinner,3,19.6811651249754,27603.333333333332
172,130922.61,26167.96,Male,Yes,Sat,Dinner,2,19.987349778621127,13083.98
173,60037.25,42647.15,Male,Yes,Sun,Dinner,2,71.03448275862068,21323.575
174,263749.85,26333.579999999998,Male,Yes,Sun,Dinner,2,9.984301412872842,13166.789999999999
175,139286.42,33124.0,Male,Yes,Sun,Dinner,2,23.78121284185493,16562.0
176,272444.9,25753.91,Male,Yes,Sun,Dinner,2,9.45288753799392,12876.955
177,148147.09,16562.0,Male,Yes,Sun,Dinner,2,11.179429849077698,8281.0
178,119908.88,16562.0,Male,Yes,Sun,Dinner,2,13.812154696132596,8281.0
179,79497.6,33124.0,Female,Yes,Sun,Dinner,2,41.666666666666664,16562.0
180,286771.03,29397.55,Male,Yes,Sun,Dinner,2,10.251227259601501,14698.775
181,286936.65,30474.079999999998,Male,Yes,Sun,Dinner,4,10.620490620490619,7618.5199999999995
182,193195.72999999998,46787.65,Male,Yes,Sun,Dinner,2,24.21774539219889,23393.825
183,375543.35000000003,28983.5,Male,Yes,Sun,Dinner,3,7.717750826901874,9661.166666666666
184,191870.77000000002,53826.5,Male,Yes,Sun,Dinner,4,28.05351747949935,13456.625
185,335794.55,24843.0,Male,Yes,Sun,Dinner,2,7.398273736128237,12421.5
186,171333.89,8281.0,Male,No,Sun,Dinner,5,4.833252779120348,1656.2
187,173072.9,28983.5,Female,Yes,Sun,Dinner,3,16.74641148325359,9661.166666666666
188,252239.26,16562.0,Male,Yes,Sun,Dinner,5,6.5659881812212735,3312.4
189,150300.15,28983.5,Female,Yes,Sun,Dinner,3,19.28374655647383,9661.166666666666
190,191291.1,33124.0,Male,Yes,Sun,Dinner,3,17.316017316017316,11041.333333333334
191,129928.89,12421.5,Male,Yes,Sun,Dinner,2,9.560229445506693,6210.75
192,164046.61,34697.39,Female,Yes,Thur,Lunch,2,21.15093387178193,17348.695
193,235511.63999999998,21199.36,Male,Yes,Thur,Lunch,2,9.001406469760902,10599.68
194,128189.88,16727.62,Male,Yes,Thur,Lunch,2,13.049095607235142,8363.81
195,137298.97999999998,74529.0,Male,Yes,Thur,Lunch,2,54.28226779252112,37264.5
196,62604.35999999999,11924.64,Male,No,Thur,Lunch,2,19.04761904761905,5962.32
197,85625.54,16562.0,Male,Yes,Thur,Lunch,2,19.342359767891683,8281.0
198,356993.91,41405.0,Female,Yes,Thur,Lunch,4,11.59823706796567,10351.25
199,107653.0,16562.0,Female,Yes,Thur,Lunch,2,15.384615384615385,8281.0
200,111876.31000000001,16562.0,Male,Yes,Thur,Lunch,2,14.803849000740191,8281.0
201,154937.51,33124.0,Male,Yes,Thur,Lunch,3,21.378941742383752,11041.333333333334
202,105499.93999999999,16644.809999999998,Female,Yes,Thur,Lunch,2,15.777080062794347,8322.404999999999
203,107653.0,16562.0,Female,Yes,Thur,Lunch,2,15.384615384615385,8281.0
204,135808.4,20702.5,Female,Yes,Thur,Lunch,2,15.24390243902439,10351.25
205,170008.93,33124.0,Male,Yes,Thur,Lunch,4,19.48368241597662,8281.0
206,136388.07,26747.63,Female,Yes,Thur,Lunch,3,19.611414693381906,8915.876666666667
207,220191.79,28238.21,Male,Yes,Sat,Dinner,3,12.82437006393381,9412.736666666666
208,320723.13,24843.0,Male,Yes,Sat,Dinner,4,7.745933384972889,6210.75
209,200979.87000000002,16810.43,Male,Yes,Sat,Dinner,2,8.364235681911824,8405.215
210,105665.56000000001,18466.63,Female,Yes,Sat,Dinner,2,17.476489028213162,9233.315
211,248926.86000000002,16562.0,Male,Yes,Sat,Dinner,3,6.65335994677312,5520.666666666667
212,214395.09000000003,42729.96,Male,Yes,Sat,Dinner,4,19.93047508690614,10682.49
213,400220.73,74529.0,Male,No,Sat,Dinner,4,18.6219739292365,18632.25
214,109888.87,20702.5,Female,Yes,Sat,Dinner,2,18.839487565938207,10351.25
215,233275.77000000002,53826.5,Female,Yes,Sat,Dinner,3,23.074192403265883,17942.166666666668
216,106824.90000000001,9109.1,Female,Yes,Sat,Dinner,2,8.527131782945736,4554.55
217,233110.15,24843.0,Male,Yes,Sat,Dinner,5,10.657193605683837,4968.6
218,95976.79000000001,12421.5,Male,Yes,Sat,Dinner,2,12.942191544434857,6210.75
219,64094.94,11924.64,Male,Yes,Sat,Dinner,2,18.6046511627907,5962.32
220,249589.34000000003,25588.29,Female,Yes,Sat,Dinner,4,10.252156602521564,6397.0725
221,100696.95999999999,18218.2,Male,Yes,Fri,Lunch,2,18.092105263157897,9109.1
222,111131.02,28817.88,Female,Yes,Fri,Lunch,2,25.93144560357675,14408.94
223,71050.98,15899.52,Male,Yes,Fri,Lunch,1,22.37762237762238,15899.52
224,132330.38,16562.0,Female,No,Fri,Lunch,3,12.515644555694617,5520.666666666667
225,111131.02,13083.98,Male,Yes,Fri,Lunch,2,11.773472429210134,6541.99
226,134731.87,20702.5,Female,Yes,Fri,Lunch,2,15.365703749231715,10351.25
227,83555.29,16562.0,Female,Yes,Fri,Lunch,2,19.821605550049554,8281.0
228,169346.45,24843.0,Male,No,Sat,Dinner,4,14.669926650366747,6210.75
229,109971.68000000001,22524.32,Male,No,Sat,Dinner,2,20.481927710843372,11262.16
230,183175.72,23849.28,Female,Yes,Sat,Dinner,2,13.019891500904158,11924.64
231,198826.81000000003,16562.0,Male,Yes,Sat,Dinner,4,8.329862557267804,4140.5
232,129928.89,24843.0,Male,Yes,Sat,Dinner,3,19.120458891013385,8281.0
233,96142.41,28072.59,Male,No,Sat,Dinner,2,29.19896640826873,14036.295
234,89186.37,12173.070000000002,Male,No,Sat,Dinner,2,13.649025069637887,6086.535000000001
235,128603.93000000001,24843.0,Male,Yes,Sat,Dinner,2,19.31745009658725,12421.5
236,83389.67,10351.25,Male,No,Sat,Dinner,2,12.413108242303872,5175.625
237,104340.59999999999,8281.0,Male,Yes,Sat,Dinner,2,7.936507936507937,4140.5
238,271865.23,9688.77,Male,Yes,Sat,Dinner,2,3.563813585135547,4844.385
239,296708.23,38672.27,Female,No,Sat,Dinner,3,13.033770583310075,12890.756666666666
240,240397.43,49023.520000000004,Male,No,Sat,Dinner,3,20.392697209782984,16341.173333333334
241,225077.58000000002,16562.0,Female,Yes,Sat,Dinner,2,7.3583517292126555,8281.0
242,187730.27000000002,16562.0,Male,Yes,Sat,Dinner,2,8.822232024702249,8281.0
243,147567.42,14491.75,Male,No,Sat,Dinner,2,9.820426487093153,7245.875
244,155517.18,24843.0,Female,No,Thur,Dinner,2,15.97444089456869,12421.5
245,164046.61,34697.39,Female,Yes,Thur,Lunch,2,21.15093387178193,17348.695
246,235511.63999999998,21199.36,Male,Yes,Thur,Lunch,2,9.001406469760902,10599.68
247,128189.88,16727.62,Male,Yes,Thur,Lunch,2,13.049095607235142,8363.81
248,137298.97999999998,33124.0,Male,Yes,Sat,Lunch,2,24.12545235223161,16562.0
249,62604.35999999999,11924.64,Male,No,Sat,Lunch,2,19.04761904761905,5962.32
250,85625.54,16562.0,Male,Yes,Sat,Lunch,2,19.342359767891683,8281.0
251,356993.91,41405.0,Female,Yes,Sat,Lunch,4,11.59823706796567,10351.25
252,107653.0,16562.0,Female,Yes,Sat,Lunch,2,15.384615384615385,8281.0
253,111876.31000000001,16562.0,Male,Yes,Sat,Lunch,2,14.803849000740191,8281.0
254,154937.51,33124.0,Male,Yes,Sat,Lunch,3,21.378941742383752,11041.333333333334
255,105499.93999999999,16644.809999999998,Female,Yes,Sat,Lunch,2,15.777080062794347,8322.404999999999
256,107653.0,16562.0,Female,Yes,Sat,Lunch,2,15.384615384615385,8281.0
257,135808.4,20702.5,Female,Yes,Sat,Lunch,2,15.24390243902439,10351.25
258,170008.93,29811.600000000002,Male,Yes,Sat,Lunch,4,17.535314174378957,7452.900000000001
259,209426.49,39003.51,Male,No,Sun,Lunch,4,18.62396204033215,9750.8775
260,72624.37,16562.0,Male,No,Sun,Lunch,2,22.80501710376283,8281.0
261,222593.28,25836.72,Male,No,Sun,Lunch,4,11.607142857142858,6459.18
262,124546.23999999999,16230.759999999998,Male,No,Sun,Lunch,2,13.03191489361702,8115.379999999999
263,122393.18000000001,26747.63,Male,No,Sun,Lunch,2,21.853856562922868,13373.815
264,85045.87,14160.509999999998,Male,No,Sun,Lunch,2,16.65043816942551,7080.254999999999
265,291988.06,41405.0,Female,No,Sun,Lunch,4,14.180374361883153,10351.25
266,127693.02,13001.17,Male,No,Sun,Lunch,2,10.181582360570687,6500.585
267,125208.71999999999,21033.74,Female,No,Sun,Lunch,3,16.7989417989418,7011.246666666667
268,208018.72,54157.74,Female,No,Sun,Lunch,2,26.03503184713376,27078.87
269,199406.47999999998,32461.519999999997,Male,No,Thur,Dinner,4,16.27906976744186,8115.379999999999
270,217541.87000000002,53826.5,Female,Yes,Sat,Lunch,2,24.743052912066993,26913.25
271,341260.01,73700.9,Female,Yes,Thur,Lunch,2,21.596699830138313,36850.45
272,86122.4,3312.4,Male,Yes,Sat,Lunch,2,3.8461538461538463,1656.2
